"tid","match_id"
1152510,1152565
1152510,1152566
1152510,1152567
1152510,1152568
1152510,1152569
1195572,1195573
1195572,1195574
1195572,1195575
1195572,1195576
1195572,1195577
1195572,1195578
1195572,1195579
1195572,1195580
1195572,1195581
1195572,1195582
1195572,1195583
1195572,1195584
1195572,1195585
1195572,1195586
1195572,1195587
1195572,1195588
1195572,1195589
1195572,1195590
1195572,1195591
1195572,1195592
1195572,1195593
1195572,1195594
1195572,1195595
1195572,1195596
1195572,1195597
1195572,1195598
1195572,1195599
1195572,1195600
1195572,1195601
1195572,1195602
1195572,1195603
1195572,1195604
1195572,1195605
1195572,1195606
1195572,1195607
1195572,1195608
1195572,1195609
1195572,1195610
1195572,1195611
1195572,1195612
1195572,1195613
1195572,1195614
1195572,1195615
1195572,1195616
1195572,1195617
1195572,1195618
1195572,1195619
1195572,1195620
1195572,1195621
1195572,1195622
1195572,1195623
1195572,1195624
1195572,1195625
1195572,1195626
1195572,1195627
1195572,1195628
1195572,1195629
1195572,1195630
1195572,1195631
1195572,1195632
1195572,1195633
1226769,1226852
1226769,1226872
1226769,1226828
1226769,1226841
1226769,1226850
1226769,1226837
1226769,1226866
1226769,1226863
1226769,1226867
1226769,1226830
1226769,1226873
1226769,1226831
1226769,1226881
1226769,1226874
1226769,1226846
1226769,1226868
1226769,1226845
1226769,1226877
1226769,1226854
1226769,1226875
1226769,1226870
1226769,1226856
1226769,1226844
1226769,1226832
1226769,1226853
1226769,1226842
1226769,1226879
1226769,1226851
1226769,1226833
1226769,1226829
1226769,1226871
1226769,1226835
1226769,1226826
1226769,1226878
1226769,1226855
1226769,1226876
1226769,1226857
1226769,1226861
1226769,1226843
1226769,1226839
1226769,1226865
1226769,1226864
1226769,1226840
1226769,1226838
1226769,1226869
1226769,1226859
1226769,1226834
1226769,1226880
1226769,1226848
1226769,1226849
1226769,1226847
1226769,1226827
1226769,1226836
1226769,1226862
1226769,1226860
1226769,1226858
1226769,1226883
1226769,1226884
1226769,1226885
1226769,1226886
1226769,1226882
1269637,1269638
1269637,1269639
1269637,1269640
1269637,1269641
1269637,1269642
1269637,1269643
1269637,1269644
1269637,1269645
1269637,1269646
1269637,1269647
1269637,1269648
1269637,1269649
1269637,1269650
1269637,1269651
1269637,1269652
1269637,1269653
1269637,1269654
1269637,1269655
1269637,1269656
1269637,1269657
1269637,1269658
1269637,1269659
1269637,1269660
1269637,1269661
1269637,1269662
1269637,1269663
1269637,1269665
1269637,1269666
1269637,1269667
1269637,1269668
1269637,1269669
1269637,1269670
1269637,1269675
1269637,1269672
1269637,1269674
1269637,1269673
1269637,1269677
1269637,1269678
1269637,1269679
1269637,1269681
1269637,1269680
1269637,1269664
1269637,1269682
1269637,1269683
1269637,1269684
1269637,1269685
1269637,1269686
1269637,1269676
1269637,1269687
1269637,1269688
1269637,1269689
1269637,1269690
1269637,1269691
1269637,1269692
1269637,1269694
1269637,1269693
1269637,1269671
1269637,1269695
1269637,1269696
1269637,1269697
1269637,1269698
1324623,1324624
1324623,1324625
1324623,1324626
1324623,1324627
1324623,1324628
1324623,1324629
1324623,1324630
1324623,1324631
1324623,1324632
1324623,1324633
1324623,1324634
1324623,1324635
1324623,1324636
1324623,1324637
1324623,1324638
1324623,1324639
1324623,1324640
1324623,1324641
1324623,1324642
1324623,1324643
1324623,1324644
1324623,1324645
1324623,1324646
1324623,1324647
1324623,1324648
1324623,1324649
1324623,1324650
1324623,1324651
1324623,1324652
1324623,1324653
1324623,1324654
1324623,1324655
1324623,1324656
1324623,1324657
1324623,1324658
1324623,1324659
1324623,1324660
1324623,1324661
1324623,1324662
1324623,1324663
1324623,1324664
1324623,1324665
1324623,1324666
1324623,1324667
1324623,1324668
1324623,1324669
1324623,1324670
1324623,1324671
1324623,1324672
1324623,1324673
1324623,1324674
1324623,1324675
1324623,1324676
1324623,1324677
1324623,1324678
1324623,1324679
1324623,1324680
1324623,1324681
1324623,1324682
1324623,1324683
1324623,1324684
